pgc_name,full_pgc_name,hubb,E,Irr,S0,SBa,SBb,SBc,Sa,Sb,Sc
PGC 57505  ,PGC0057505,Sc,0,0,0,0,0,0,0,0,1
PGC 4415   ,PGC0004415,Sa,0,0,0,0,0,0,1,0,0
PGC 12220  ,PGC0012220,Sb,0,0,0,0,0,0,0,1,0
PGC 37100  ,PGC0037100,SBa,0,0,0,1,0,0,0,0,0
PGC 35563  ,PGC0035563,Sc,0,0,0,0,0,0,0,0,1
PGC 42202  ,PGC0042202,Sb,0,0,0,0,0,0,0,1,0
PGC 51780  ,PGC0051780,Sc,0,0,0,0,0,0,0,0,1
PGC 38687  ,PGC0038687,Sb,0,0,0,0,0,0,0,1,0
PGC 34138  ,PGC0034138,E,1,0,0,0,0,0,0,0,0
PGC 69089  ,PGC0069089,Sb,0,0,0,0,0,0,0,1,0
PGC 5291   ,PGC0005291,Irr,0,1,0,0,0,0,0,0,0
PGC 32088  ,PGC0032088,SBb,0,0,0,0,1,0,0,0,0
PGC 44014  ,PGC0044014,SBc,0,0,0,0,0,1,0,0,0
PGC 35772  ,PGC0035772,S0,0,0,1,0,0,0,0,0,0
PGC 12655  ,PGC0012655,Sc,0,0,0,0,0,0,0,0,1
PGC 41017  ,PGC0041017,SBa,0,0,0,1,0,0,0,0,0
PGC 38552  ,PGC0038552,Sb,0,0,0,0,0,0,0,1,0
PGC 34132  ,PGC0034132,SBc,0,0,0,0,0,1,0,0,0
PGC 40374  ,PGC0040374,Sb,0,0,0,0,0,0,0,1,0
PGC 71611  ,PGC0071611,Sc,0,0,0,0,0,0,0,0,1
PGC 34613  ,PGC0034613,Sc,0,0,0,0,0,0,0,0,1
PGC 70435  ,PGC0070435,Sa,0,0,0,0,0,0,1,0,0
PGC 56131  ,PGC0056131,E,1,0,0,0,0,0,0,0,0
PGC 23973  ,PGC0023973,Sc,0,0,0,0,0,0,0,0,1
PGC 35781  ,PGC0035781,E,1,0,0,0,0,0,0,0,0
PGC 71035  ,PGC0071035,Sb,0,0,0,0,0,0,0,1,0
PGC 57694  ,PGC0057694,Sb,0,0,0,0,0,0,0,1,0
PGC 8979   ,PGC0008979,S0,0,0,1,0,0,0,0,0,0
PGC 70995  ,PGC0070995,Sa,0,0,0,0,0,0,1,0,0
PGC 6888   ,PGC0006888,Sb,0,0,0,0,0,0,0,1,0
PGC 32567  ,PGC0032567,SBa,0,0,0,1,0,0,0,0,0
PGC 37839  ,PGC0037839,SBa,0,0,0,1,0,0,0,0,0
PGC 9617   ,PGC0009617,Sc,0,0,0,0,0,0,0,0,1
PGC 65379  ,PGC0065379,E,1,0,0,0,0,0,0,0,0
PGC 10315  ,PGC0010315,SBa,0,0,0,1,0,0,0,0,0
PGC 22867  ,PGC0022867,Sa,0,0,0,0,0,0,1,0,0
PGC 72272  ,PGC0072272,E,1,0,0,0,0,0,0,0,0
PGC 65375  ,PGC0065375,Sa,0,0,0,0,0,0,1,0,0
PGC 36325  ,PGC0036325,Sb,0,0,0,0,0,0,0,1,0
PGC 46633  ,PGC0046633,Sa,0,0,0,0,0,0,1,0,0
PGC 13117  ,PGC0013117,Sa,0,0,0,0,0,0,1,0,0
PGC 35102  ,PGC0035102,Sb,0,0,0,0,0,0,0,1,0
PGC 65372  ,PGC0065372,E,1,0,0,0,0,0,0,0,0
PGC 42305  ,PGC0042305,E,1,0,0,0,0,0,0,0,0
PGC 9445   ,PGC0009445,Sc,0,0,0,0,0,0,0,0,1
PGC 69505  ,PGC0069505,Irr,0,1,0,0,0,0,0,0,0
PGC 35259  ,PGC0035259,SBb,0,0,0,0,1,0,0,0,0
PGC 39245  ,PGC0039245,SBa,0,0,0,1,0,0,0,0,0
PGC 10574  ,PGC0010574,SBb,0,0,0,0,1,0,0,0,0
PGC 27803  ,PGC0027803,Sb,0,0,0,0,0,0,0,1,0
PGC 4500   ,PGC0004500,E,1,0,0,0,0,0,0,0,0
PGC 34578  ,PGC0034578,E,1,0,0,0,0,0,0,0,0
PGC 9869   ,PGC0009869,Sc,0,0,0,0,0,0,0,0,1
PGC 9711   ,PGC0009711,Sa,0,0,0,0,0,0,1,0,0
PGC 39474  ,PGC0039474,Irr,0,1,0,0,0,0,0,0,0
PGC 29671  ,PGC0029671,Sb,0,0,0,0,0,0,0,1,0
PGC 41410  ,PGC0041410,Sc,0,0,0,0,0,0,0,0,1
PGC 55833  ,PGC0055833,Irr,0,1,0,0,0,0,0,0,0
PGC 31067  ,PGC0031067,Sb,0,0,0,0,0,0,0,1,0
PGC 37407  ,PGC0037407,Irr,0,1,0,0,0,0,0,0,0
PGC 9376   ,PGC0009376,Sb,0,0,0,0,0,0,0,1,0
PGC 72247  ,PGC0072247,SBb,0,0,0,0,1,0,0,0,0
PGC 7465   ,PGC0007465,SBb,0,0,0,0,1,0,0,0,0
PGC 56337  ,PGC0056337,S0,0,0,1,0,0,0,0,0,0
PGC 29824  ,PGC0029824,Sc,0,0,0,0,0,0,0,0,1
PGC 5366   ,PGC0005366,Irr,0,1,0,0,0,0,0,0,0
PGC 72930  ,PGC0072930,S0,0,0,1,0,0,0,0,0,0
PGC 8929   ,PGC0008929,S0,0,0,1,0,0,0,0,0,0
PGC 34742  ,PGC0034742,Sa,0,0,0,0,0,0,1,0,0
PGC 39902  ,PGC0039902,Sc,0,0,0,0,0,0,0,0,1
PGC 34371  ,PGC0034371,Sc,0,0,0,0,0,0,0,0,1
PGC 670    ,PGC0000670,Sb,0,0,0,0,0,0,0,1,0
PGC 13702  ,PGC0013702,Sc,0,0,0,0,0,0,0,0,1
PGC 41409  ,PGC0041409,E,1,0,0,0,0,0,0,0,0
PGC 23064  ,PGC0023064,Sc,0,0,0,0,0,0,0,0,1
PGC 65657  ,PGC0065657,Sb,0,0,0,0,0,0,0,1,0
PGC 35030  ,PGC0035030,SBc,0,0,0,0,0,1,0,0,0
PGC 65178  ,PGC0065178,Sb,0,0,0,0,0,0,0,1,0
PGC 5939   ,PGC0005939,SBb,0,0,0,0,1,0,0,0,0
PGC 10381  ,PGC0010381,Irr,0,1,0,0,0,0,0,0,0
PGC 10857  ,PGC0010857,Sb,0,0,0,0,0,0,0,1,0
PGC 52558  ,PGC0052558,Sc,0,0,0,0,0,0,0,0,1
PGC 38740  ,PGC0038740,E,1,0,0,0,0,0,0,0,0
PGC 11075  ,PGC0011075,SBa,0,0,0,1,0,0,0,0,0
PGC 33803  ,PGC0033803,SBb,0,0,0,0,1,0,0,0,0
PGC 9894   ,PGC0009894,Sb,0,0,0,0,0,0,0,1,0
PGC 24156  ,PGC0024156,Sa,0,0,0,0,0,0,1,0,0
PGC 55821  ,PGC0055821,Sc,0,0,0,0,0,0,0,0,1
PGC 42317  ,PGC0042317,Sc,0,0,0,0,0,0,0,0,1
PGC 23259  ,PGC0023259,SBa,0,0,0,1,0,0,0,0,0
PGC 42370  ,PGC0042370,S0,0,0,1,0,0,0,0,0,0
PGC 70575  ,PGC0070575,SBb,0,0,0,0,1,0,0,0,0
PGC 55949  ,PGC0055949,Sc,0,0,0,0,0,0,0,0,1
PGC 65676  ,PGC0065676,Sb,0,0,0,0,0,0,0,1,0
PGC 3904   ,PGC0003904,Irr,0,1,0,0,0,0,0,0,0
PGC 33689  ,PGC0033689,Sb,0,0,0,0,0,0,0,1,0
PGC 39832  ,PGC0039832,SBc,0,0,0,0,0,1,0,0,0
PGC 31865  ,PGC0031865,Irr,0,1,0,0,0,0,0,0,0
PGC 33844  ,PGC0033844,S0,0,0,1,0,0,0,0,0,0
PGC 2615   ,PGC0002615,SBa,0,0,0,1,0,0,0,0,0
PGC 35581  ,PGC0035581,Sb,0,0,0,0,0,0,0,1,0
PGC 1306   ,PGC0001306,S0,0,0,1,0,0,0,0,0,0
PGC 39099  ,PGC0039099,Sa,0,0,0,0,0,0,1,0,0
PGC 48338  ,PGC0048338,Sb,0,0,0,0,0,0,0,1,0
PGC 70430  ,PGC0070430,SBb,0,0,0,0,1,0,0,0,0
PGC 57706  ,PGC0057706,S0,0,0,1,0,0,0,0,0,0
PGC 48330  ,PGC0048330,Sb,0,0,0,0,0,0,0,1,0
PGC 2527   ,PGC0002527,S0,0,0,1,0,0,0,0,0,0
PGC 2388   ,PGC0002388,Sb,0,0,0,0,0,0,0,1,0
PGC 2352   ,PGC0002352,SBa,0,0,0,1,0,0,0,0,0
PGC 4416   ,PGC0004416,Irr,0,1,0,0,0,0,0,0,0
PGC 11112  ,PGC0011112,Sb,0,0,0,0,0,0,0,1,0
PGC 35306  ,PGC0035306,Sb,0,0,0,0,0,0,0,1,0
PGC 51090  ,PGC0051090,Sb,0,0,0,0,0,0,0,1,0
PGC 67173  ,PGC0067173,Sc,0,0,0,0,0,0,0,0,1
PGC 9643   ,PGC0009643,Sc,0,0,0,0,0,0,0,0,1
PGC 47349  ,PGC0047349,Irr,0,1,0,0,0,0,0,0,0
PGC 2522   ,PGC0002522,E,1,0,0,0,0,0,0,0,0
PGC 9765   ,PGC0009765,SBc,0,0,0,0,0,1,0,0,0
PGC 38682  ,PGC0038682,SBa,0,0,0,1,0,0,0,0,0
PGC 3566   ,PGC0003566,Sc,0,0,0,0,0,0,0,0,1
PGC 4979   ,PGC0004979,Sc,0,0,0,0,0,0,0,0,1
PGC 9530   ,PGC0009530,Irr,0,1,0,0,0,0,0,0,0
PGC 10651  ,PGC0010651,Sa,0,0,0,0,0,0,1,0,0
PGC 5220   ,PGC0005220,Irr,0,1,0,0,0,0,0,0,0
PGC 51612  ,PGC0051612,SBb,0,0,0,0,1,0,0,0,0
PGC 26398  ,PGC0026398,E,1,0,0,0,0,0,0,0,0
PGC 24762  ,PGC0024762,SBa,0,0,0,1,0,0,0,0,0
PGC 66590  ,PGC0066590,SBc,0,0,0,0,0,1,0,0,0
PGC 24743  ,PGC0024743,Sb,0,0,0,0,0,0,0,1,0
PGC 28809  ,PGC0028809,Sc,0,0,0,0,0,0,0,0,1
PGC 72618  ,PGC0072618,Sb,0,0,0,0,0,0,0,1,0
PGC 36893  ,PGC0036893,Sc,0,0,0,0,0,0,0,0,1
PGC 41153  ,PGC0041153,SBb,0,0,0,0,1,0,0,0,0
PGC 65152  ,PGC0065152,Sc,0,0,0,0,0,0,0,0,1
PGC 11067  ,PGC0011067,Sc,0,0,0,0,0,0,0,0,1
PGC 33959  ,PGC0033959,Irr,0,1,0,0,0,0,0,0,0
PGC 69889  ,PGC0069889,S0,0,0,1,0,0,0,0,0,0
PGC 10060  ,PGC0010060,S0,0,0,1,0,0,0,0,0,0
PGC 11598  ,PGC0011598,Sc,0,0,0,0,0,0,0,0,1
PGC 2889   ,PGC0002889,Sc,0,0,0,0,0,0,0,0,1
PGC 51044  ,PGC0051044,Sc,0,0,0,0,0,0,0,0,1
PGC 69904  ,PGC0069904,S0,0,0,1,0,0,0,0,0,0
PGC 26787  ,PGC0026787,Sa,0,0,0,0,0,0,1,0,0
PGC 54416  ,PGC0054416,S0,0,0,1,0,0,0,0,0,0
PGC 24573  ,PGC0024573,Sc,0,0,0,0,0,0,0,0,1
PGC 9283   ,PGC0009283,E,1,0,0,0,0,0,0,0,0
PGC 4485   ,PGC0004485,Sc,0,0,0,0,0,0,0,0,1
PGC 33090  ,PGC0033090,E,1,0,0,0,0,0,0,0,0
PGC 13406  ,PGC0013406,Sb,0,0,0,0,0,0,0,1,0
PGC 51462  ,PGC0051462,Sb,0,0,0,0,0,0,0,1,0
PGC 39275  ,PGC0039275,SBb,0,0,0,0,1,0,0,0,0
PGC 33069  ,PGC0033069,Sa,0,0,0,0,0,0,1,0,0
PGC 54424  ,PGC0054424,Sc,0,0,0,0,0,0,0,0,1
PGC 42453  ,PGC0042453,S0,0,0,1,0,0,0,0,0,0
PGC 8302   ,PGC0008302,Irr,0,1,0,0,0,0,0,0,0
PGC 69905  ,PGC0069905,S0,0,0,1,0,0,0,0,0,0
PGC 10117  ,PGC0010117,Irr,0,1,0,0,0,0,0,0,0
PGC 29664  ,PGC0029664,SBb,0,0,0,0,1,0,0,0,0
PGC 35579  ,PGC0035579,Sc,0,0,0,0,0,0,0,0,1
PGC 40347  ,PGC0040347,Sb,0,0,0,0,0,0,0,1,0
PGC 37444  ,PGC0037444,SBc,0,0,0,0,0,1,0,0,0
PGC 72073  ,PGC0072073,S0,0,0,1,0,0,0,0,0,0
PGC 54039  ,PGC0054039,SBa,0,0,0,1,0,0,0,0,0
PGC 40128  ,PGC0040128,Irr,0,1,0,0,0,0,0,0,0
PGC 40256  ,PGC0040256,Sb,0,0,0,0,0,0,0,1,0
PGC 42709  ,PGC0042709,Sc,0,0,0,0,0,0,0,0,1
PGC 40278  ,PGC0040278,Sb,0,0,0,0,0,0,0,1,0
PGC 42255  ,PGC0042255,SBc,0,0,0,0,0,1,0,0,0
PGC 42542  ,PGC0042542,Sb,0,0,0,0,0,0,0,1,0
PGC 47915  ,PGC0047915,SBb,0,0,0,0,1,0,0,0,0
PGC 54171  ,PGC0054171,Sc,0,0,0,0,0,0,0,0,1
PGC 28699  ,PGC0028699,Sb,0,0,0,0,0,0,0,1,0
PGC 28408  ,PGC0028408,Irr,0,1,0,0,0,0,0,0,0
PGC 33065  ,PGC0033065,SBb,0,0,0,0,1,0,0,0,0
PGC 43470  ,PGC0043470,Sc,0,0,0,0,0,0,0,0,1
PGC 39819  ,PGC0039819,Sc,0,0,0,0,0,0,0,0,1
PGC 42268  ,PGC0042268,SBa,0,0,0,1,0,0,0,0,0
PGC 42199  ,PGC0042199,E,1,0,0,0,0,0,0,0,0
PGC 38815  ,PGC0038815,SBc,0,0,0,0,0,1,0,0,0
PGC 34826  ,PGC0034826,E,1,0,0,0,0,0,0,0,0
PGC 34806  ,PGC0034806,SBa,0,0,0,1,0,0,0,0,0
PGC 41700  ,PGC0041700,Sc,0,0,0,0,0,0,0,0,1
PGC 23117  ,PGC0023117,Sb,0,0,0,0,0,0,0,1,0
PGC 33091  ,PGC0033091,E,1,0,0,0,0,0,0,0,0
PGC 53930  ,PGC0053930,E,1,0,0,0,0,0,0,0,0
PGC 34652  ,PGC0034652,E,1,0,0,0,0,0,0,0,0
PGC 53901  ,PGC0053901,E,1,0,0,0,0,0,0,0,0
PGC 53653  ,PGC0053653,Sa,0,0,0,0,0,0,1,0,0
PGC 28010  ,PGC0028010,SBc,0,0,0,0,0,1,0,0,0
PGC 54262  ,PGC0054262,Sc,0,0,0,0,0,0,0,0,1
PGC 56723  ,PGC0056723,Sc,0,0,0,0,0,0,0,0,1
PGC 31693  ,PGC0031693,Irr,0,1,0,0,0,0,0,0,0
PGC 24152  ,PGC0024152,SBa,0,0,0,1,0,0,0,0,0
PGC 51400  ,PGC0051400,SBc,0,0,0,0,0,1,0,0,0
PGC 37222  ,PGC0037222,SBb,0,0,0,0,1,0,0,0,0
PGC 31604  ,PGC0031604,SBb,0,0,0,0,1,0,0,0,0
PGC 54123  ,PGC0054123,SBa,0,0,0,1,0,0,0,0,0
PGC 33081  ,PGC0033081,S0,0,0,1,0,0,0,0,0,0
PGC 35642  ,PGC0035642,Sc,0,0,0,0,0,0,0,0,1
PGC 32153  ,PGC0032153,Sc,0,0,0,0,0,0,0,0,1
PGC 36800  ,PGC0036800,SBb,0,0,0,0,1,0,0,0,0
PGC 35447  ,PGC0035447,Sc,0,0,0,0,0,0,0,0,1
PGC 23711  ,PGC0023711,Sb,0,0,0,0,0,0,0,1,0
PGC 47641  ,PGC0047641,SBa,0,0,0,1,0,0,0,0,0
PGC 39497  ,PGC0039497,SBc,0,0,0,0,0,1,0,0,0
PGC 24166  ,PGC0024166,Sa,0,0,0,0,0,0,1,0,0
PGC 40406  ,PGC0040406,Sb,0,0,0,0,0,0,0,1,0
PGC 54134  ,PGC0054134,Sb,0,0,0,0,0,0,0,1,0
PGC 35158  ,PGC0035158,SBb,0,0,0,0,1,0,0,0,0
PGC 37125  ,PGC0037125,SBb,0,0,0,0,1,0,0,0,0
PGC 33716  ,PGC0033716,SBc,0,0,0,0,0,1,0,0,0
PGC 38793  ,PGC0038793,Irr,0,1,0,0,0,0,0,0,0
PGC 49882  ,PGC0049882,Sc,0,0,0,0,0,0,0,0,1
PGC 36149  ,PGC0036149,Irr,0,1,0,0,0,0,0,0,0
PGC 39697  ,PGC0039697,SBb,0,0,0,0,1,0,0,0,0
PGC 26739  ,PGC0026739,Sa,0,0,0,0,0,0,1,0,0
PGC 49264  ,PGC0049264,Sb,0,0,0,0,0,0,0,1,0
PGC 48688  ,PGC0048688,E,1,0,0,0,0,0,0,0,0
PGC 35963  ,PGC0035963,Sa,0,0,0,0,0,0,1,0,0
PGC 26607  ,PGC0026607,SBb,0,0,0,0,1,0,0,0,0
PGC 36594  ,PGC0036594,Irr,0,1,0,0,0,0,0,0,0
PGC 28452  ,PGC0028452,Sa,0,0,0,0,0,0,1,0,0
PGC 40563  ,PGC0040563,Irr,0,1,0,0,0,0,0,0,0
PGC 39017  ,PGC0039017,Sa,0,0,0,0,0,0,1,0,0
PGC 52456  ,PGC0052456,SBc,0,0,0,0,0,1,0,0,0
PGC 29614  ,PGC0029614,SBb,0,0,0,0,1,0,0,0,0
PGC 49303  ,PGC0049303,Sb,0,0,0,0,0,0,0,1,0
PGC 23279  ,PGC0023279,Irr,0,1,0,0,0,0,0,0,0
PGC 47060  ,PGC0047060,SBc,0,0,0,0,0,1,0,0,0
PGC 41816  ,PGC0041816,Sc,0,0,0,0,0,0,0,0,1
PGC 49248  ,PGC0049248,E,1,0,0,0,0,0,0,0,0
PGC 40015  ,PGC0040015,S0,0,0,1,0,0,0,0,0,0
PGC 33704  ,PGC0033704,SBb,0,0,0,0,1,0,0,0,0
PGC 28520  ,PGC0028520,Sc,0,0,0,0,0,0,0,0,1
PGC 55993  ,PGC0055993,Sa,0,0,0,0,0,0,1,0,0
PGC 49758  ,PGC0049758,Sc,0,0,0,0,0,0,0,0,1
PGC 48358  ,PGC0048358,Sb,0,0,0,0,0,0,0,1,0
PGC 54340  ,PGC0054340,Sb,0,0,0,0,0,0,0,1,0
PGC 25081  ,PGC0025081,SBc,0,0,0,0,0,1,0,0,0
PGC 35802  ,PGC0035802,SBc,0,0,0,0,0,1,0,0,0
PGC 31130  ,PGC0031130,Irr,0,1,0,0,0,0,0,0,0
PGC 27477  ,PGC0027477,Sb,0,0,0,0,0,0,0,1,0
PGC 36297  ,PGC0036297,Sb,0,0,0,0,0,0,0,1,0
PGC 33330  ,PGC0033330,SBb,0,0,0,0,1,0,0,0,0
PGC 33319  ,PGC0033319,SBb,0,0,0,0,1,0,0,0,0
PGC 23816  ,PGC0023816,SBc,0,0,0,0,0,1,0,0,0
PGC 41283  ,PGC0041283,Irr,0,1,0,0,0,0,0,0,0
PGC 28148  ,PGC0028148,SBc,0,0,0,0,0,1,0,0,0
PGC 43971  ,PGC0043971,Irr,0,1,0,0,0,0,0,0,0
PGC 33558  ,PGC0033558,Sa,0,0,0,0,0,0,1,0,0
PGC 43969  ,PGC0043969,Irr,0,1,0,0,0,0,0,0,0
PGC 35307  ,PGC0035307,Sb,0,0,0,0,0,0,0,1,0
PGC 41599  ,PGC0041599,Sc,0,0,0,0,0,0,0,0,1
PGC 29969  ,PGC0029969,Irr,0,1,0,0,0,0,0,0,0
PGC 35005  ,PGC0035005,Sb,0,0,0,0,0,0,0,1,0
PGC 34807  ,PGC0034807,E,1,0,0,0,0,0,0,0,0
PGC 27423  ,PGC0027423,E,1,0,0,0,0,0,0,0,0
PGC 35910  ,PGC0035910,Sc,0,0,0,0,0,0,0,0,1
PGC 34814  ,PGC0034814,SBa,0,0,0,1,0,0,0,0,0
PGC 49310  ,PGC0049310,SBb,0,0,0,0,1,0,0,0,0
PGC 35964  ,PGC0035964,Sb,0,0,0,0,0,0,0,1,0
PGC 46138  ,PGC0046138,S0,0,0,1,0,0,0,0,0,0
PGC 34379  ,PGC0034379,Sb,0,0,0,0,0,0,0,1,0
PGC 29340  ,PGC0029340,E,1,0,0,0,0,0,0,0,0
PGC 35185  ,PGC0035185,Sb,0,0,0,0,0,0,0,1,0
PGC 35779  ,PGC0035779,SBb,0,0,0,0,1,0,0,0,0
PGC 52356  ,PGC0052356,Irr,0,1,0,0,0,0,0,0,0
PGC 37374  ,PGC0037374,Sb,0,0,0,0,0,0,0,1,0
PGC 40260  ,PGC0040260,Sb,0,0,0,0,0,0,0,1,0
PGC 47235  ,PGC0047235,Sc,0,0,0,0,0,0,0,0,1
PGC 47953  ,PGC0047953,SBa,0,0,0,1,0,0,0,0,0
PGC 36206  ,PGC0036206,SBb,0,0,0,0,1,0,0,0,0
PGC 52178  ,PGC0052178,Irr,0,1,0,0,0,0,0,0,0
PGC 36671  ,PGC0036671,SBc,0,0,0,0,0,1,0,0,0
PGC 34481  ,PGC0034481,SBa,0,0,0,1,0,0,0,0,0
PGC 57083  ,PGC0057083,Sa,0,0,0,0,0,0,1,0,0
PGC 41958  ,PGC0041958,S0,0,0,1,0,0,0,0,0,0
PGC 33240  ,PGC0033240,Sb,0,0,0,0,0,0,0,1,0
PGC 28032  ,PGC0028032,SBa,0,0,0,1,0,0,0,0,0
PGC 46089  ,PGC0046089,Sc,0,0,0,0,0,0,0,0,1
PGC 29057  ,PGC0029057,SBa,0,0,0,1,0,0,0,0,0
PGC 28033  ,PGC0028033,Sc,0,0,0,0,0,0,0,0,1
PGC 33320  ,PGC0033320,Sa,0,0,0,0,0,0,1,0,0
PGC 26762  ,PGC0026762,Sb,0,0,0,0,0,0,0,1,0
PGC 50909  ,PGC0050909,Sa,0,0,0,0,0,0,1,0,0
PGC 35499  ,PGC0035499,SBb,0,0,0,0,1,0,0,0,0
PGC 50891  ,PGC0050891,E,1,0,0,0,0,0,0,0,0
PGC 34062  ,PGC0034062,E,1,0,0,0,0,0,0,0,0
PGC 35037  ,PGC0035037,Sc,0,0,0,0,0,0,0,0,1
PGC 51741  ,PGC0051741,Sc,0,0,0,0,0,0,0,0,1
PGC 52453  ,PGC0052453,S0,0,0,1,0,0,0,0,0,0
PGC 26471  ,PGC0026471,Sb,0,0,0,0,0,0,0,1,0
PGC 26556  ,PGC0026556,S0,0,0,1,0,0,0,0,0,0
PGC 23447  ,PGC0023447,Sa,0,0,0,0,0,0,1,0,0
PGC 33998  ,PGC0033998,E,1,0,0,0,0,0,0,0,0
PGC 34780  ,PGC0034780,E,1,0,0,0,0,0,0,0,0
PGC 55722  ,PGC0055722,SBc,0,0,0,0,0,1,0,0,0
PGC 36658  ,PGC0036658,S0,0,0,1,0,0,0,0,0,0
PGC 25986  ,PGC0025986,SBc,0,0,0,0,0,1,0,0,0
PGC 33910  ,PGC0033910,E,1,0,0,0,0,0,0,0,0
PGC 51703  ,PGC0051703,Sb,0,0,0,0,0,0,0,1,0
PGC 23474  ,PGC0023474,SBa,0,0,0,1,0,0,0,0,0
PGC 28852  ,PGC0028852,Irr,0,1,0,0,0,0,0,0,0
PGC 40857  ,PGC0040857,SBb,0,0,0,0,1,0,0,0,0
PGC 33572  ,PGC0033572,E,1,0,0,0,0,0,0,0,0
PGC 53178  ,PGC0053178,SBb,0,0,0,0,1,0,0,0,0
PGC 49373  ,PGC0049373,SBb,0,0,0,0,1,0,0,0,0
PGC 35353  ,PGC0035353,Sb,0,0,0,0,0,0,0,1,0
PGC 45779  ,PGC0045779,SBc,0,0,0,0,0,1,0,0,0
PGC 40621  ,PGC0040621,Sc,0,0,0,0,0,0,0,0,1
PGC 51286  ,PGC0051286,Sb,0,0,0,0,0,0,0,1,0
PGC 33364  ,PGC0033364,SBc,0,0,0,0,0,1,0,0,0
PGC 24830  ,PGC0024830,Sc,0,0,0,0,0,0,0,0,1
PGC 36141  ,PGC0036141,Sb,0,0,0,0,0,0,0,1,0
PGC 33749  ,PGC0033749,SBb,0,0,0,0,1,0,0,0,0
PGC 35168  ,PGC0035168,Sb,0,0,0,0,0,0,0,1,0
PGC 52131  ,PGC0052131,Sa,0,0,0,0,0,0,1,0,0
PGC 41758  ,PGC0041758,Irr,0,1,0,0,0,0,0,0,0
PGC 23504  ,PGC0023504,SBc,0,0,0,0,0,1,0,0,0
PGC 27619  ,PGC0027619,Sa,0,0,0,0,0,0,1,0,0
PGC 36093  ,PGC0036093,SBb,0,0,0,0,1,0,0,0,0
PGC 53231  ,PGC0053231,Sc,0,0,0,0,0,0,0,0,1
PGC 34711  ,PGC0034711,Sa,0,0,0,0,0,0,1,0,0
PGC 22962  ,PGC0022962,SBa,0,0,0,1,0,0,0,0,0
PGC 30839  ,PGC0030839,Sb,0,0,0,0,0,0,0,1,0
PGC 34788  ,PGC0034788,E,1,0,0,0,0,0,0,0,0
PGC 52023  ,PGC0052023,Sb,0,0,0,0,0,0,0,1,0
PGC 29205  ,PGC0029205,Sc,0,0,0,0,0,0,0,0,1
PGC 39886  ,PGC0039886,Sc,0,0,0,0,0,0,0,0,1
PGC 27059  ,PGC0027059,Sc,0,0,0,0,0,0,0,0,1
PGC 33977  ,PGC0033977,E,1,0,0,0,0,0,0,0,0
PGC 41307  ,PGC0041307,Sc,0,0,0,0,0,0,0,0,1
PGC 34090  ,PGC0034090,Sb,0,0,0,0,0,0,0,1,0
PGC 53951  ,PGC0053951,Sb,0,0,0,0,0,0,0,1,0
PGC 36073  ,PGC0036073,Irr,0,1,0,0,0,0,0,0,0
PGC 32595  ,PGC0032595,Sb,0,0,0,0,0,0,0,1,0
PGC 33686  ,PGC0033686,SBa,0,0,0,1,0,0,0,0,0
PGC 44102  ,PGC0044102,Irr,0,1,0,0,0,0,0,0,0
PGC 43400  ,PGC0043400,Irr,0,1,0,0,0,0,0,0,0
PGC 39628  ,PGC0039628,E,1,0,0,0,0,0,0,0,0
PGC 43185  ,PGC0043185,Sa,0,0,0,0,0,0,1,0,0
PGC 56950  ,PGC0056950,S0,0,0,1,0,0,0,0,0,0
PGC 26517  ,PGC0026517,Sc,0,0,0,0,0,0,0,0,1
PGC 52011  ,PGC0052011,Sb,0,0,0,0,0,0,0,1,0
PGC 41473  ,PGC0041473,Irr,0,1,0,0,0,0,0,0,0
PGC 45322  ,PGC0045322,Sb,0,0,0,0,0,0,0,1,0
PGC 55930  ,PGC0055930,Sc,0,0,0,0,0,0,0,0,1
PGC 49391  ,PGC0049391,Sc,0,0,0,0,0,0,0,0,1
PGC 33120  ,PGC0033120,SBa,0,0,0,1,0,0,0,0,0
PGC 33901  ,PGC0033901,SBa,0,0,0,1,0,0,0,0,0
PGC 51241  ,PGC0051241,Sc,0,0,0,0,0,0,0,0,1
PGC 45071  ,PGC0045071,Sc,0,0,0,0,0,0,0,0,1
PGC 51223  ,PGC0051223,SBb,0,0,0,0,1,0,0,0,0
PGC 30364  ,PGC0030364,Sb,0,0,0,0,0,0,0,1,0
PGC 36817  ,PGC0036817,E,1,0,0,0,0,0,0,0,0
PGC 33911  ,PGC0033911,S0,0,0,1,0,0,0,0,0,0
PGC 48128  ,PGC0048128,SBb,0,0,0,0,1,0,0,0,0
PGC 34842  ,PGC0034842,Sa,0,0,0,0,0,0,1,0,0
PGC 47842  ,PGC0047842,SBb,0,0,0,0,1,0,0,0,0
PGC 25341  ,PGC0025341,Sc,0,0,0,0,0,0,0,0,1
PGC 26974  ,PGC0026974,SBc,0,0,0,0,0,1,0,0,0
PGC 55965  ,PGC0055965,Irr,0,1,0,0,0,0,0,0,0
PGC 39794  ,PGC0039794,Sc,0,0,0,0,0,0,0,0,1
PGC 48527  ,PGC0048527,SBb,0,0,0,0,1,0,0,0,0
PGC 49067  ,PGC0049067,Sa,0,0,0,0,0,0,1,0,0
PGC 34906  ,PGC0034906,Sb,0,0,0,0,0,0,0,1,0
PGC 41317  ,PGC0041317,Sc,0,0,0,0,0,0,0,0,1
PGC 52092  ,PGC0052092,Irr,0,1,0,0,0,0,0,0,0
